name,race,gender,first_appearance,first_appearance_year,game_count,game_names,description_preview,auto_flag,flag_reason,keep_suggested,keep,tier
Shaillu,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Shaillu is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Shay,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Shay is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Sherfin,,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Sherfin is a character in Breath of the Wild. ,TRUE,no_race; minimal_description,review,review,
Shibo,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Shibo is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Shira Gomar,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Shira Gomar is a character in Breath of the Wild. They appear exclusively in The Champions' Ballad DLC Pack. ,FALSE,,review,review,
Shitate,Hylian,Male,The Legend of Zelda: Spirit Tracks,2009,1,The Legend of Zelda: Spirit Tracks,Shitate is a character in Spirit Tracks. ,TRUE,minimal_description,review,review,
Sho,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Sho is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Shooting Gallery Owner,,Male,The Legend of Zelda: Ocarina of Time,1998,1,The Legend of Zelda: Ocarina of Time,Shooting Gallery Owner is a character in Ocarina of Time. ,TRUE,no_race,review,review,
Shoqa Tatone,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Shoqa Tatone is a character in Breath of the Wild. ,FALSE,,review,review,
Sidekick,Human,Male,The Legend of Zelda: Oracle of Ages,2001,1,The Legend of Zelda: Oracle of Ages,The Sidekick is a character who appears in Oracle of Ages. ,FALSE,,review,review,
Simon,Hylian,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Simon is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Sir Combsly,Human,Male,The Legend of Zelda: Tri Force Heroes,2015,1,The Legend of Zelda: Tri Force Heroes,Sir Combsly is a servant of King Tuft in Tri Force Heroes. ,FALSE,,review,review,
Skett and Akoot,Rito,,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Skett and Akoot are a pair of characters in The Wind Waker. ,FALSE,,review,review,
Sleeping Zelda,Hylian,Female,Zelda II: The Adventure of Link,1987,1,Zelda II: The Adventure of Link,Sleeping Zelda is a term used to describe the Princess Zelda that appears in The Adventure of Link. ,FALSE,,review,review,
Slergo,Goron,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Slergo is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Smaude,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Smaude is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Smith,,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Smith is a character in The Minish Cap. ,TRUE,no_race; minimal_description,review,review,
Soal,Hylian,Male,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Soal is a character in Twilight Princess. ,TRUE,minimal_description,review,review,
Soh Kofi,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Soh Kofi is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Sokra the Prophet,Hylian,Male,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,Sokra the Prophet is a character in Oracle of Seasons. ,FALSE,,review,review,
Sophie,Hylian,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Sophie is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Sorelia,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Sorelia is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Spear Boy,,Male,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,The Spear Boy is a character in A Link Between Worlds. ,TRUE,no_race,review,review,
Spirit of Autumn,Fairy,,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,The Spirit of Autumn is a character in Oracle of Seasons. ,FALSE,,review,review,
Spirit of Healing,Fairy,,The Legend of Zelda: Spirit Tracks,2009,1,The Legend of Zelda: Spirit Tracks,The Spirit of Healing is a character in Spirit Tracks. ,FALSE,,review,review,
Spirit of Spring,Fairy,,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,The Spirit of Spring is a character in Oracle of Seasons. ,FALSE,,review,review,
Spirit of Winter,Fairy,,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,The Spirit of Winter is a character in Oracle of Seasons. ,FALSE,,review,review,
Spirit of the Mansion,,,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,The Spirit of the Mansion is a character from Link's Awakening who lives in the Seashell Mansion. ,TRUE,no_race,review,review,
Splitblade,Hylian,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Splitblade is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Spoone,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Spoone is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Sprinn,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Sprinn is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Stamm,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Stamm is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Stamp,Hylian,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Stamp is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Steroido,Human,Male,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,Steroido is a character in Freshly-Picked Tingle's Rosy Rupeeland. ,FALSE,,review,review,
Stone Tower Temple Giant,Guardian Deity,,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,Stone Tower Temple Giant is a character in Majora's Mask. ,FALSE,,review,review,
Storyteller,,,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,Storytellers is the name given to a group of storytelling characters in A Link to the Past. ,TRUE,no_race,review,review,
Storytelling Bird,,,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,The Storytelling Bird is a character in A Link to the Past. ,TRUE,no_race,review,review,
Storytelling Octopus,,,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,The Storytelling Octopus is a character in A Link to the Past. ,TRUE,no_race,review,review,
Storytelling Tree,,,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,The Storytelling Tree is a character in A Link to the Past. ,TRUE,no_race,review,review,
Straia,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Straia is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Strange Brothers,Subrosians,Male,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,The Strange Brothers are characters in Oracle of Seasons. ,FALSE,,review,review,
Strata,Wind Tribe,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Strata is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Suzuna,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Suzuna is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Tasseren,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Tasseren is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Teli,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Teli is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Tenne,Hylian,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Tenne is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Thomas,Human,Male,The Legend of Zelda: Oracle of Ages,2001,1,The Legend of Zelda: Oracle of Ages,Thomas is a character in Oracle of Ages. ,TRUE,minimal_description,review,review,
Tick Tock,Human,Male,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,Tick Tock is a characters in Oracle of Seasons. He is a clockmaker who lives in Horon Village. ,FALSE,,review,review,
Toffa,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Toffa is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Tokk,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Tokk is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Toren,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Toren is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Tottika,Zora,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Tottika is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Tracy,Human,Female,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,Tracy is a recurring character in The Legend of Zelda series. ,FALSE,,review,review,
Traveler,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Travelers are characters in Breath of the Wild. ,TRUE,minimal_description,review,review,
Treasure Chest Game Keeper,,Male,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,The Treasure Chest Game Keeper is a character in A Link to the Past. ,TRUE,no_race,review,review,
Treasure Chest Shop Gal,,Female,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,The Treasure Chest Shop Gal is a character in Majora's Mask. ,TRUE,no_race,review,review,
Treasure Teller,Hylian,Male,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,The Treasure Teller is a character in Phantom Hourglass. ,FALSE,,review,review,
Troupe of Performers,,,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,The Troupe of Performers is a group of entertainers in Oracle of Seasons. ,TRUE,no_race,review,review,
Tula,Zora,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Tula is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Tulin,Rito,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Tulin is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Tutsuwa Nima,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Tutsuwa Nima is a character in Breath of the Wild. ,FALSE,,review,review,
Uli,Human,Female,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Uli is a character in Twilight Princess. ,TRUE,minimal_description,review,review,
Unlucky Sailor,,,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,The Unlucky Sailor is a character in Oracle of Seasons. ,TRUE,no_race,review,review,
Varke,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Varke is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Venus,Fairy,Female,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,Venus is a character in A Link to the Past. ,TRUE,minimal_description,review,review,
Victoria,Human,Female,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,Victoria is a character in Freshly-Picked Tingle's Rosy Rupeeland. ,FALSE,,review,review,
Viscen,Hylian,Male,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,Viscen is a character in Majora's Mask. ,TRUE,minimal_description,review,review,
Volcon,Goron,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Volcon is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Wadatsumi,Hylian,Male,The Legend of Zelda: Spirit Tracks,2009,1,The Legend of Zelda: Spirit Tracks,Wadatsumi is a character in Spirit Tracks. ,TRUE,minimal_description,review,review,
Waitress,,Female,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,The Waitress is a character in Freshly-Picked Tingle's Rosy Rupeeland. ,TRUE,no_race,review,review,
Walrus,,Male,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,The Walrus is a character in Link's Awakening. ,TRUE,no_race; minimal_description,review,review,
Walton,Korok,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Walton is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Wandering Merchant,Goron,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Wandering Merchants are characters in The Wind Waker. ,FALSE,,review,review,
Waveblade,Hylian,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Waveblade is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Wheaton,Hylian,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Wheaton is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Willi,Human,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Willi is a character in The Wind Waker. ,TRUE,minimal_description,review,review,
Wise One,Hylian,Female,The Legend of Zelda: Spirit Tracks,2009,1,The Legend of Zelda: Spirit Tracks,The Wise One is the village elder of Papuchia Village in Spirit Tracks. ,FALSE,,review,review,
Witch,,Female,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,"The Witch, also known as Mapes in Lorule, is a character in A Link Between Worlds. ",TRUE,no_race,review,review,
Woman,Hylian,Female,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,The Woman is a character in A Link Between Worlds. ,FALSE,,review,review,
Worten,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Worten is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Yaido,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Yaido is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Yamori,Ninja,Male,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,Yamori is a recurring character from the Tingle series. ,FALSE,,review,review,
Yefu,Anouki,Male,The Legend of Zelda: Spirit Tracks,2009,1,The Legend of Zelda: Spirit Tracks,Yefu is an Anouki in Spirit Tracks. He resides in Anouki Village in the Snow Realm. ,FALSE,,review,review,
